,sentiment,negative_reason,text
421,Negative,Privilege,b n nlead way exampl entitl privileg self righteou trust fund elitist n nprivileg privileg n n miltonon elxn43 xc2 xa0 n n cndpoli
422,Negative,Tell lies,b attack max scheer final out cheater reason hatr regret n n peoplespartyofcanada n choosemaxim n ppc2019 n elxn43 n cdnpoli n trudeauesqu
423,Negative,Others,b sadli think cours canadian set countri come monday foreign interest succeed break proud nation elxn43 trudeamustgo votecpc
424,Negative,Others,b n nthi obama n n sleep gerri queen xe2 x80 x99 park kid xe2 x80 x99 destruct pox countri end n n trudeaumustgo cdnelxn2019 elxn43 cdnpoli
425,Negative,Tell lies,b true majorityofcanadian pay close attent thieveri n abus public trust suffer harperman fraudul cpc con 9yr must b overlook climat economi charter right senat abus ballot cdnpoli elxn43 chooseforward teamtrudeau
426,Negative,Others,b yup seen walkingdead kinsella dirti deed done dirt cheap scheerli elxn43 cdnpoli acdc
427,Negative,Tell lies,b think context import thing n n cdnpoli need review cdnmedia canada abl make wise decis cdnpoli n n liesliesli shame way polcan elxn43 fell new low n n scheerhypocrisi cannot toler anymor
428,Negative,Tell lies,b huge mistak notasadvertis trudeaublackfac trudeaucorrupt trudeauthehypocrit trudeauworstpm liar cdnpoli elxn43
429,Negative,Scandal,b manni xe2 x80 x99 law licens suspend corrupt credibl whatsoev n nmanni montenegrino suspend practis two month bill work perform say admit mistak n cndpoli elxn43 ppc2019 kinsellout n
430,Negative,Others,b disappoint everyth possibl ride vote includ fill form give pic passport dl even phone call email still pkg arriv cpc hq elxn43
431,Negative,Others,b comment kinsellag nare conserv cpc shill n n cdnpoli election2019 elxn43 ppc2019 berniern n n n
432,Negative,Tell lies,b disgust democraci becom spent term pm divid countri revel fraud trudeaumustgo trudeaublackfac elxn43 cdnpoli
433,Negative,Scandal,b prove longer conserv parti instead group shill pander anyon anyth give vote n ninstead stick principl lead parti will whatev take get power n n cdnpoli elxn43
434,Negative,Scandal,b anoth paid oper lawyer weasel kinsellag ppc cdnpoli elxn43
435,Negative,Tell lies,b dubiou candid refus answer question cdnpoli elxn2019 elxn43
436,Negative,Scandal,b xe2 x80 x99t know bcz hamish amp andi real life experi entitl know everyth yet listen one except kinsella seem great video amp import messag cdnpoli elxn43
437,Negative,Others,b go away elxn43
438,Negative,Tell lies,b rule scheer lie distort amp xe2 x80 x99t give straight answer caus rule xe2 x80 x99 dishonest standard peopl n n scheerhypocrisi n scheerli n elxn43
439,Negative,Economy,b mani time ask pay newli announc platform 20 billion nation pharmacar plan xe2 x80 x99t let good smear get way discuss actual polici cost taxpay elxn43 xc2 xa0 trudeaumustgo
440,Negative,Tell lies,b think one made rule must lie often possibl elxn43 cdnpoli
441,Negative,Scandal,b support minor govern coalit coalit involv cabinet post parti involv sort share platform scheer use scare word like yank yell commi everyth cdnpoli elxn43
442,Negative,Tell lies,b yeah come harper endors indian pm elect endors brexit stop hypocrisi cdnpoli elxn43
443,Negative,Others,b xe2 x80 x99m canadian dont give fuck american think run countri endors elxn43 elxn2019
444,Negative,Others,b strang right winger xe2 x80 x99t issu go around world stick nose everi elect around world coupl american loos collect shit cdnpoli elxn43
445,Negative,Tell lies,b xe2 x80 x9cwhen come intern parti matter xe2 x80 x99t comment xe2 x80 x9d first rule conserv cheater club xe2 x80 x99t talk conserv cheater club elxn43 cdnpoli kenneycheat fordcan xe2 x80 x99tmath scheerli
446,Negative,Others,b campaign long enough see true natur candid thing learn campaign hate trudeau liber trudeau broke law xe2 x80 x99t take account hate conserv elxn43 cdnpoli
447,Negative,Scandal,b know polici may differ parti amp polar cannot allow found guilti break sever feder law 2 separ ethic inquiri repres us amp valu world stage horribl optic elxn43 cdnpoli
448,Negative,Others,b late cpc udi unless wipe elxn43
449,Negative,Scandal,b know would answer know next question kinsella hire damag must stop report ask question kinsellag scheerdesper elxn43 elxn2019 canadavotes2019 chooseforward
450,Negative,Others,b may may ntoo funni channel rob ford video may may exist guess andi exist know meant ye ye hire self serv rapidli sink irrelev warren elxn43 elxn2019 cdnpoli
451,Negative,Tell lies,b campaign end bang whimper cdnpoli elxn43
452,Negative,Tell lies,b job well done hold account lie non answer n ninde sign poor moral author leader cpc n n elxn43
453,Negative,Others,b disappoint elect conserv parti need new leader rebuild skpoli regina cdnpoli elxn43
454,Negative,Separation,b backped finest mr perfectpublicspeak put foot mouth show true divis colour advisor point booboo gave statement blah goaway ppc2019 elxn43 hope peopl realiz clown need go except
455,Negative,Tell lies,b xe2 x80 x99t feel bad meant everi word xe2 x80 x99 lie sack xf0 x9f xa4 xac n nhe xe2 x80 x99 prop marxist left person agenda go bannedfromindia xf0 x9f x99 x84 n n elxn43
456,Negative,Tell lies,b haha guy awesom use tactic like trudeauhypocrit guy put paid msm lie good use keep maximetrudeau thank n n elxn43 saturdaythought extinctionrebelion trudeauworstpm madmax
457,Negative,Others,b wonder see vote split right conserv ppc know shame scheer skpoli cdnpoli regina elxn43
458,Negative,Others,b hahaahahahahahhahahahahaha n xf0 x9f xa4 xa3 n ni laugh heather n nbut cri believ xf0 x9f x92 xa9 n n cdnmedia op ed brought n n elxn43 cdnpoli
459,Negative,Others,b twin chime trudeaumustgo blackfac n elxn43 world notic current lead countri laugh xe2 xac x86 xef xb8 x8f
460,Negative,Women Reproductive right and Racism,b never thought day would come trudeau would appear racist trump n nand mention light show pic trump blackfac gladli delet tweet n n cdnpoli elxn43
461,Negative,Others,b ed robertson curs strike elxn43
462,Negative,Climate Problem,b unfortun xe2 x80 x99t take time meet ab compani research amp develop realli good technolog ab amp global environ n ngreta compani xe2 x80 x99t anyth like texa xf0 x9f x92 xa6 xf0 x9f x92 xa7 n n cdnpoli elxn43 xc2 xa0 globalwarm
463,Negative,Others,b chickenshit repeat repeat like ineffectu harper idu puppet cdnpoli cdnmedia elxn43 neversch n yankeedoodleandi unfitforoffic n chooseforwardwithtrudeau choosetheplanet voteliberalstopthecon xf0 x9f x92 xaa xf0 x9f x92 xaa xf0 x9f x87 xa8 xf0 x9f x87 xa6 xf0 x9f x87 xa8 xf0 x9f x87 xa6 xf0 x9f x92 xaa xf0 x9f x92 xaa
464,Negative,Others,b xe2 x80 x99m fascin conserv folk start drum beat vocifer littl arrog imho voter spoken also reinforc liber endgam messag cdnpoli elxn43
465,Negative,Others,b singh apolog truth tell slip unlik trudeau amp pmo obvious hate cdn xe2 x80 x99 xe2 x80 x99t agre xe2 x80 x99t agre singh xe2 x80 x99d hear xe2 x80 x99 complet nutter see exhibit communist leap manifesto platform vote care elxn43
466,Negative,Others,b disappoint shame mani conserv candid knew go follow question journalist conserv candid across countri skpoli regina cdnpoli elxn43
467,Negative,Others,b yeah drink time paus think spin spin okay deflect redirect necessari flat lie gaslight unfit lead cdnpoli elxn43 chooseforward scheerli
468,Negative,Others,b sorri polici comment whether thirsti bugger justin trudeau n n weakandi elxn43 cdnpoli
469,Negative,Separation,b one campaign alberta stop make thing submit stoke flame separat 2 get feder elect result u want worst type politician u countri best interest heart cdnpoli elxn43
470,Negative,Others,b old bad habit tough break especi guilti quit home plan destruct price paid polar look like get away therebi bill paid canada cdnpoli elxn43
471,Negative,Tell lies,b liber major 1993 2004 failur implement promis blame n ottawacentr elxn43 cdnpolil
472,Negative,Scandal,b thank came elect enough time scheer xe2 x80 x99 shame behaviour sink voter reflect chang vote skpoli cdnpoli regina elxn43
473,Negative,Tell lies,b yeah yankeedoodleandi american mayb think lie er mean line work canadian voter cdnpoli cdnmedia elxn43 itsourvot chooseforwardwithtrudeau choosetheplanet voteliberalstopthecon keepcanadastrong xf0 x9f x92 xaa xf0 x9f x92 xaa xf0 x9f x87 xa8 xf0 x9f x87 xa6 xf0 x9f x87 xa8 xf0 x9f x87 xa6 xf0 x9f x92 xaa xf0 x9f x92 xaa
474,Negative,Economy,b mani time ask pay newli announc platform 20 billion nation pharmacar plan xe2 x80 x99t let good smear get way discuss actual polici cost taxpay elxn43 xc2 xa0 trudeaumustgo
475,Negative,Women Reproductive right and Racism,b pl xe2 x80 x99t use term woman misogynist contain xe2 x80 x9cman xe2 x80 x9d elxn43
476,Negative,Scandal,b amaz corrupt call foreign endors n nright alley n n trudeaucorrupt trudeaumustgo elxn43 cdnpoli
477,Negative,Others,b hey justin tell american take care idiot xe2 x80 x99ll take care monday elxn43 cdnpoli cdnmedia cdnelxn2019 thank
478,Negative,Others,b hahaha move forward togeth your n elxn43 cdnpoli onpoli abpoli trudeaumustgo cpcmajor
479,Negative,Scandal,b tell canadian truth liber amp organ crime trudeau transnat son murder halloween 2016 bigcircleboy fentanyl ship tell richard chiu drug kinkpin joe law firm busi joe still liber elxn43
480,Negative,Economy,b xf0 x9f x91 x87 make life afford n elxn43
481,Negative,Others,b tyler watt xe2 x9d xa4 xef xb8 x8f n nvote xf0 x9f x87 xa8 xf0 x9f x87 xa6 pm justin trudeau n na gay millenni xe2 x80 x99m total afraid andrew scheer xf0 x9f x98 xb1 n n canada xc2 xa0 canadavot uptoyouth lgbtqright liberalparti justintrudeau gaycanadian gaycanada lgbtq xf0 x9f x8f xb3 xef xb8 x8f xe2 x80 x8d xf0 x9f x8c x88 elxn43 cdnpoli
482,Negative,Climate Problem,b man tell canadian view new goldmin canada minist environ appear busi bash other job share govern xe2 x80 x99 posit shame elxn43
483,Negative,Tell lies,b epitomi empti promis elxn43 trudeauthehyprocrit trudeaumustgo
484,Negative,Others,b faulti logic man run pm concern elxn43 cdnpoli
485,Negative,Scandal,b harper xe2 x80 x99 idu member page cpc ppc list us russia authoritarian countri nin real trump putin desir con win nthey definit want take canada n chooseforwardwithtrudeau scheerli elxn43
486,Positive,Others,b ctax meant chang behaviour chang nalso fed ctax stop fear monger prov fall nyour bitch prov could rais rebat n elxn43 n chooseforward n bcpoli n cdnpoli
487,Negative,Others,b xe2 x80 x98profession rat fuck crap weasel xe2 x80 x99 n ndoe fit one line busi card elxn43
488,Negative,Tell lies,b avoid propaganda bukllsh question start 13 10 mark makeandrewscheeraninsurancesalesman elxn43 cdnpoli
489,Negative,Scandal,b unreal supposedli liber strategist yet seem true corrupt heart thank much part divis amp animos countri way go kinsellag elxn43
490,Negative,Scandal,b parti found brand principl repres canadian citizen voter sharehold notifi intern matter free support politician refus run everi canadian elxn43 notmypm
491,Negative,Others,b 80 follow n nof see n ni thought strang warrn kinsella follow account first pop month ago n n kinsellag kinsella elxn43 peoplesparti ppc2019
492,Negative,Others,b oh file lawsuit conserv cdnpoli elxn43
493,Negative,Others,b uptight woman right sink found day ago amp partner hamish marshal nthe far right rebelmedia founder amp campaign manag xf0 x9f x91 xbf nshe xe2 x80 x99 twitter paranoid delusion amp angri elxn43
494,Negative,Others,b anyon follow us state chao sinc 2016 think vote conserv might want strongli consid endors surpris steer cpc campaign ask mr trump infinit wisdom retract statement elxn43
495,Negative,Others,b knew work warren kinsela firm n nyour conserv n nonli peopl without self respect support financi crumb idea agenda n n polcan elxn43
496,Negative,Others,b nope elxn43 cdnpoli canadavotes2019
497,Negative,Others,b sadli longer recogn canada anymor trudeau complet destroy great nation nif cpc fail get un secur border amp immedi deport illeg migrant noth left fight ncanada xe2 x80 x99 sovereignti n elxn43
498,Negative,Scandal,b yup articl found post media own american would give anyth see scheer power sorri worth read cdnpoli elxn43
499,Negative,Economy,b scheer ford kenney regim get elect imho alot peopl rude awaken thing like wage rollback wage freez retir age increas base done past provinci regina skpoli cdnpoli elxn43
500,Negative,Scandal,b fact checker opinion piec chock full misinform meant mislead voter along wildli mislead flyer amp radio ad much decenc honesti see gpc platform fact n n votegreen2019 forwardtogeth elxn43
501,Negative,Tell lies,b xe2 x80 x99 respons xe2 x80 x99 black face confirm racism xe2 x80 x99 respons grope femal report lie elect reform lie balanc budget 2019 elxn43 elxn2019 cdnpoli trudeaumustgo trudeaucorrupt
502,Negative,Others,b stand scheer dirti trick notleadership standforwomen standforclim standforfair elxn43
503,Negative,Tell lies,b realli proven lie realli lie idea xe2 x80 x99t implement yet elxn43 elxn2019
504,Negative,Scandal,b despic desper action andrew scheer conserv regim disagre ppc xe2 x80 x99 platform scheer xe2 x80 x99 behaviour serious undermin elector process ok scheer squirm answer transpar skpoli cdnpoli regina elxn43
505,Negative,Women Reproductive right and Racism,b anyon els notic n nwhen someon say anti hate fight racism exactli opposit n nthey attack particular race divis racist n n100 correl n n trudeaublackfac trudeaumustgo cdnpoli elxn43
506,Negative,Others,b read transcript would 100 thought justin trudeau answer scheer dam canadian stupid peopl think cpc look lpc act like lpc differ voteppc elxn43
507,Negative,Others,b asham canadian repres polit parti post like block elxn43
508,Negative,Tell lies,b yeah soon get power slogan suddenli alway chang stand damn feet cpc cdnpoli elxn43
509,Negative,Others,b player game n n ppc2019 n voteppc n elxn43 n standup
510,Negative,Privilege,b trudeau rais tax 1 gov revenu declin n ndebt kid xf0 x9f x94 xbc n nwhen rich like say david suzuki stay one hous coupl month longer establish resid leav easi n n elxn43 n n
511,Negative,Economy,b 2015 feder elect top ten 3rd parti spender union n ntogeth cdn media guild amp unifor mani journalist spent 537 000 defeat harper n nand money spent advertis writ drop n n elxn43 n cdnpoli
512,Negative,Others,b xe2 x80 x99re becom franc quickli socialist canada would nightmar xf0 x9f x98 xa1 n trudeauworstpm trudeaumustgo cdnpoli elxn43
513,Negative,Tell lies,b endors cancel subscript n nand n nanyon pecker board xe2 x80 x9cjournalist xe2 x80 x9d like lilley get n nand support lyin xe2 x80 x99 andi xf0 x9f x87 xba xf0 x9f x87 xb8 xe2 x80 x99t help either n n cdnpoli n elxn43
514,Negative,Tell lies,b sensibl support recogn lie cheat total scum qualiti realli need canada excellent choix n n cdnpoli cdnelxn2019 elxn43
515,Negative,Scandal,b hire kinsellag interf parti xe2 x80 x99 embarrass canada n n weakandi take lesson home school xe2 x80 x99t hold candl mr garneau sure hold glass water though n elxn43
516,Negative,Scandal,b uspoli cdnpoli pnpcbc ukpolit auspol polcan eupol nzpol ctvpp elxn43 demdeb one know exactli go trudeau amp teenag girl high school drama class quit trudeau tell us n
517,Negative,Scandal,b dirti polit hallmark respect voter seek manipul chooseforward let xe2 x80 x99 continu makingcanadabettertogeth voteppc elxn43 xc2 xa0 xc2 xa0 cdnpoli
518,Negative,Tell lies,b inde cpc hq guy still tag andi liar along elxn43 cdnpoli
519,Negative,Tell lies,b misinform simpli mistaken disinform soviet dezinformatsiya intent intend mislead elxn43 ndp canadiangreen
520,Negative,Others,b collus green amp cpc legal elxn43
521,Negative,Climate Problem,b carol fake liber xe2 x80 x99t care real pollut like sewag flow ottawa river xe2 x80 x99re onto xe2 x80 x98import xe2 x80 x99 thing like plastic straw votecarol ottawacentr elxn43 trudeaumustgo
522,Negative,Tell lies,b endors cancel subscript n nand n nanyon pecker board xe2 x80 x9cjournalist xe2 x80 x9d like lilley get n nand support lyin xe2 x80 x99 andi xf0 x9f x87 xba xf0 x9f x87 xb8 xe2 x80 x99t help either n n cdnpoli n elxn43
523,Negative,Scandal,b surpris anoth post media endors american owner must laugh ass voter buy bs cdnpoli elxn43
524,Negative,Others,b wow realli suck xe2 x80 x99re go bleed reader follow thank show true colour elxn43
525,Negative,Climate Problem,b look leap climat emerg mode ableg abpoli cdnpoli elxn43
526,Negative,Scandal,b xe2 x80 x99 carbon copi editori endors postmedia doubt xe2 x80 x99ll sway elect one ride result cdnpoli elxn43
527,Negative,Others,b kinsellag know know seem line go answer ppc2019alltheway ppc ppc2019 elxn43 elxn2019 cdnelxn2019 cdnpoli polcan kinsella kinsellout xf0 x9f x92 xa5 xf0 x9f x92 xa5 xf0 x9f x92 xa5
528,Negative,Economy,b quot liber document well oh like one els make plain white document load crap spew blow wind like everi cost includ gasolin price increas xe2 x80 x99t economist know elxn43
529,Negative,Climate Problem,b lie els climat chang denier readi pounc whoever way includ 16 year old girl worri futur planet ntime choos forward vote abc anythingbutconserv n elxn43
530,Negative,Others,b pierr xe2 x80 x99re thing go cpc hard stomach u may known kinsellag thing xf0 x9f x98 x8f n n elxn43
531,Negative,Tell lies,b berkshir also own altalink transmiss co probabl natur ga offset subsidi city4them burden taxpay benefit see easili ppl fool like ableg abpoli cdnpoli elxn43
532,Negative,Climate Problem,b chines electr car xe2 x80 x98simpli worthless xe2 x80 x99 industri bodi imagin mani coal plant build power ableg abpoli cdnpoli elxn43
533,Negative,Tell lies,b canadian state wise liber lie need find new sourc low inform voter n cdnpoli elxn43 canada trudeau lavscam snclavalin trudeaumustgo
534,Negative,Scandal,b want 16 year old vote omar khadr xe2 x80 x9cchild xe2 x80 x9d kill american medic bunch disingenu hack elxn43 cdnpoli itsourvot
535,Negative,Others,b new metaphor ostrich stick head sand block window climateact climateemerg actonclim climatestrik cdnpoli xc2 xa0 n climat energi elxn43 xc2 xa0 n
536,Negative,Others,b clariti terrorist ralli khalistan terror jagmeetsingh trudeaublackfac talwinderparwar bhindranwala elxn43 airindiaflight182
537,Negative,Others,b coercion least seem highli unprofession n n elxn43
538,Negative,Others,b wish amp lpc amp cpc mp would stood peopl canada question fair elect ninstead mp blindli stood leader amp peopl n nvote candid support proportionalrepresent n cdnpoli elxn43
539,Negative,Others,b good howev tone deaf tweet nyou sworn imparti tweet day elect anyth wonder reput taken hit last 4 yr becom polit shame n cdnpoli n elxn43
540,Negative,Tell lies,b vendor n nwhat exactli sell n scheerhypocrisi n trudeaumustgo n cdnpoli n elxn43
541,Negative,Others,b one rcmp offic told one women hold stanton sign stop swear would arrest arrest swear trudeau hous common cdnpoli elxn43
542,Negative,Others,b us mostli use first past post extremist republican support extremist presid donald trump n nin ontario extremist name doug ford extremist conserv parti control govern thank fptp cdnpoli elxn43
543,Negative,Others,b lisa raitt consid benefici cite cape breton root yet ideolog practis univers away cultur need hardscrabbl decad exploit mine root pro union anti lab work harper govt rememb elxn43
544,Negative,Others,b xe2 x80 x99t time canada xe2 x80 x99 finger wag preachi legaci msm pull head nnot xe2 x80 x99t alreadi gener massiv public audienc tune turnoff self obsess know elxn43 coverag
545,Negative,Others,b anoth self aggrand media minion claim moral superior elxn43 cdnpoli cdnpoli
546,Negative,Others,b 600000000 media bailout promis fall rule 2 robyn n cdnpoli n elxn43 elxn n elxn2019
547,Negative,Healthcare and Marijuana,b anyth govt grant xe2 x80 x99m gonna appli test peopl snack legal vs illeg weed snack choic vari good 1 2 mill liber wait xe2 x80 x99ll gone monday night finger cross xf0 x9f xa4 x9e xf0 x9f x8f xbc vote elxn43
548,Negative,Others,b rosi barton report like justin trudeau report go away rosi elxn43 cdnpoli
549,Negative,Scandal,b andrew scheer also hire warren kinsella launch smear campaign justin trudeau n nwarren kinsella activ promot fake scandal twitter n n cdnpoli elxn43
550,Negative,Others,b care retweet tweet rosi might sue elxn43 cdnpoli onpoli
551,Negative,Scandal,b dri cough issu work cbc xe2 x80 x99 issu defundcbc trudeaumustgo elxn43 cdnelxn2019 cdnpoli
552,Negative,Economy,b one said xe2 x80 x99ld ramp 80 billion dollar debt four year either trudeau actual promis 1 billion dollar deficit xe2 x80 x99 promis addit 100 billion dollar debt n nhe bankrupt canada n n cdnelxn2019 elxn43
553,Negative,Women Reproductive right and Racism,b discuss candid stop talk reopen abort debat n n garnett genui warn singh xe2 x80 x99 xe2 x80 x98radic left wing ideolog xe2 x80 x99 could prevent conserv reopen abort debat cdnpoli elxn43 canada abortionisawomansright
554,Negative,Others,b cdnpoli elxn43 chooseforward n nhow woman vote man protest true patriot love us command replac son insipid irrever stunt remain seat everyon stood sang go unpunish
555,Negative,Scandal,b rais fund public campaign jwr wish donor friend complain got donat refund cdnpoli elxn43
556,Negative,Economy,b reveng mgt longer compani sure come high cost nno parti cept lib care thousand fellow citizen commun devast n chooseforward n cdnpoli n cdnpolil n quebec n elxn43
557,Negative,Women Reproductive right and Racism,b also 5 10 provinc conserv govern open door charter challeng includ lbgtq2 right reproduct right environ alreadi know tear green initi snake grass cdnpoli elxn43
558,Negative,Others,b dont respect radic socialst ndp elxn43
559,Negative,Others,b willowdal daniel lee stoop level surpris though n n cdnpoli elxn43
560,Negative,Tell lies,b want chang rule attend week answer question ever elxn43 trudeaumustgo
561,Negative,Economy,b way may pay gst hike uh oh cbc huffington post go accus make thing elxn43 xc2 xa0 cdnpoli
562,Negative,Tell lies,b xe2 x80 x99m sure guy upset media goe trudeau like pack wolv especi respond made lie like non exist gst hike gotcha question rebel debat stfu mcgregor job elxn43 cdnpoli
563,Negative,Women Reproductive right and Racism,b liber regress illiber rise freedom belief express toler permit n ncanadian punish tri thousand vulner women girl lost servic food shelter due unconstitut religi attest n ndespic justin trudeau elxn43
564,Negative,Scandal,b polit comm guy hire polit comm work bernier never turn opportun put cross cri martyrdom cdnpoli elxn43 maximefamilycult
565,Negative,Tell lies,b blackfac wear budget bust ethic challeng justic obstruct terrorist pay fake feminist woman grope serial liar pm amp xe2 x80 x99re suppos care tori might hire someon dish dirt irrelev parti elxn43
566,Negative,Women Reproductive right and Racism,b ye campaign attack individu social media affili parti racist whenev china money launder brought tri insinu secur concern hate speech cdnpoli elxn43
567,Negative,Others,b lol kinsmella fella must feel like dirti rag n neveri parti wipe boot charact n n thebottom n grifter elxn43
568,Negative,Economy,b agre bad choic bad gov nbut dream go make realiti better ndp make thing wors deficit spend higher tax higher cost live n votewis canada elxn43 cdnpoli
569,Negative,Tell lies,b danc around focus celebr amp promis everyth amp anyth everyon without feasibl plan absurd canadian need leader understand issu domest amp foreign navig canada challeng ndp n n elxn43
570,Negative,Others,b disrespect intend xe2 x80 x99t respect elxn43
571,Negative,Others,b xe2 x81 xa9 said cancel tmx price paid ndp support trudeau minor would end canadian prosper becom venezuela broken piec n n canadadeservesbett elxn43 n
572,Negative,Others,b good bad happen south happen poll often wrong trudeaumustgo elxn43
573,Negative,Scandal,b pathet conserv hope vote split left scheer win slam dunk elect trudeau xe2 x80 x99 corrupt pit diff area countri elxn43
574,Negative,Scandal,b well done elxn43 cdnpoli n nthe cpc support apologist baselessli accus numer outlet journo liber trudeau payrol seem wk toronto sun columnist actual along
575,Negative,Others,b support 35 canada beyond elxn43
576,Negative,Tell lies,b vet canada ask give lie nthey give 243 million afghanistan vet 5 xe2 xad x90 xef xb8 x8f hotel full red carpet ride crimin endthecharad elxn43 saturdaythought
577,Negative,Economy,b problem tom n nha record equit approach rais fund pay buffet program n nthat view preval societ view n nand old axiom nice guy finish thought n n elxn43 itsourvot cdnpoli
578,Negative,Scandal,b agre ms trish ad xf0 x9f x90 x8d next wk scorpion profil alway see snake grass anyway ni follow stori wait justic come crash kinsella ntreason act deserv penalti n elxn43
579,Negative,Others,b although view poll skeptic percentag point ndp would hope sink cdnpoli elxn43
580,Negative,Tell lies,b notic deflect topic fearmong lie n nsheep lead sheep n n cdnpoli elxn43
581,Negative,Tell lies,b andi know n ni practic propaganda attempt steal democraci n nandi immor unfit imo weasel elxn43 cdnpoli
582,Negative,Scandal,b use postmedia polit weapon expos month ago decid go hard right start replac report lobbyist wonder much money foreign postmedia got interf elect elxn43
583,Negative,Scandal,b stori keep chang none fellow trudeau teacher came debunk kinsnella product trudeau need lawyer leav school elxn43 cdnpoli
584,Negative,Tell lies,b despic behaviour conserv regim support ppc platform scheer xe2 x80 x99 outrag behaviour place countri address accordingli ballot box regina skpoli cdnpoli elxn43
585,Negative,Scandal,b xe2 x80 x99 bright internet find dirti deed even delet threat canada aid alt right gain power lib xf0 x9f x99 x84 nhe xe2 x80 x99 danger need held account n elxn43 chooseforwardwithtrudeau kinsellag
586,Negative,Others,b xe2 x80 x98they xe2 x80 x99t vote xe2 x80 x99 singh push back liber scare tactic vote ndp ysw elxn43 cdnpoli
587,Negative,Women Reproductive right and Racism,b xe2 x80 x9c scheer clear half truth support lgbt q commun xe2 x80 x9d strongest inclus valu elxn43 votemonday uprisingh
588,Negative,Climate Problem,b xe2 x80 x9ca star liber candid environmentalist say unlik new pipelin built liber govern xe2 x80 x9d n n trudeaumustgo cdnpoli elxn43
589,Negative,Scandal,b xe2 x80 x9cconserv tri make elect platform invis doug ford offer parti know enough scare shadow xe2 x80 x9d n n cpc elxn43 cdnpoli scheerli onpoli
590,Negative,Climate Problem,b xe2 x80 x9cforgotten seem conserv power feder provinci still incap get pipelin built mainli climat scienc avoid disrespect due process xe2 x80 x9d abpoli ableg cdnpoli elxn43 n n
591,Negative,Others,b xe2 x80 x9ci vote liber xe2 x80 x9d n nwho xe2 x80 x99 n n elxn43 cndpoli vote2019
592,Negative,Others,b xe2 x80 x9ci vote ndp xe2 x80 x9d n nwho xe2 x80 x99 n n elxn43 xc2 xa0 cndpoli vote2019 n n seem fair
593,Negative,Economy,b xe2 x80 x9clife gotten even expens xe2 x80 x9d rich pay tax xe2 x80 x99t use loophol xe2 x80 x99t care money pocket xe2 x80 x99 expens less fortun xe2 x80 x99 qualiti life chooseforward voteliber elxn2019 elxn43 cdnpoli
594,Negative,Tell lies,b xe2 x80 x9cthe stock bond market prove world beater best return stabil xe2 x80 x9d absolut lie fawn editior happyday oct 19 2015 yesterday dowjon return 55 period tsx300 19 fakenew cdnpoli elxn43
595,Negative,Tell lies,b xe2 x80 x9cthe stock bond market prove world beater best return stabil xe2 x80 x9d absolut lie fawn editior happyday oct 19 2015 yesterday russ2000 return 32 period tsx300 19 fakenew cdnpoli elxn43
596,Negative,Economy,b xe2 x80 x9cthe stock bond market prove world beater best return stabil xe2 x80 x9d absolut lie fawn editior happyday oct 19 2015 yesterday amp p 500 return 47 period tsx300 19 fakenew cdnpoli elxn43
597,Negative,Others,b xe2 x80 x9cthere xe2 x80 x99 one thing xe2 x80 x99t want see canada trump mental go north xe2 x80 x9d jean chr xc3 xa9tien cdnpoli elxn43
598,Negative,Separation,b xe2 x80 x9cthi reckless rhetor canadian leader past 50 60 year separatist rhetor invok citizen one provinc tame nullifi valid concern citizen anoth provinc xe2 x80 x9d elxn43
599,Negative,Others,b xe2 x80 x9cwhi paint face brown xe2 x80 x9d n n xe2 x80 x9cdid paint nose hand brown xe2 x80 x9d n na leader g7 countri n n trudeauneedsakickintheass n attackcano scheer4pm n trudeauworstpm cpcmajor n elxn43 cdnelxn2019 n n
600,Negative,Others,b xf0 x9f x87 xa8 xf0 x9f x87 xa6rememb folk trudeau cancel deport illeg crimin gang migrant drug runner illeg gun runner amp human traffick n elxn43 cdnpoli trudeaumustgo chooseforward
601,Negative,Tell lies,b xf0 x9f x87 xba xf0 x9f x87 xb8 republican scheer import canada elxn43 elxn2019 crook rightw newfascist
602,Negative,Tell lies,b xf0 x9f x91 x87 xf0 x9f x8f xbb xf0 x9f x91 x87 xf0 x9f x8f xbb scheer filthi must nervou one way anoth know land door xe2 x80 x99 refus comment conserv never without cheat canadian voter bewar cdnpoli cdnmedia elxn43 n chooseforwardwithtrudeau xf0 x9f x91 x87 xf0 x9f x8f xbb xf0 x9f x91 x87 xf0 x9f x8f xbb
603,Negative,Scandal,b xf0 x9f x91 x87 xf0 x9f x91 x87exactli cpc bare regist doubl digit montreal yet xe2 x80 x98local xe2 x80 x99 paper endors cpc leader editor control amer con boardroom cdnpoli elxn43
604,Negative,Scandal,b xf0 x9f x98 x8f xe2 x80 x9cstori xe2 x80 x9d xe2 x80 x99t need torqu n njunior xe2 x80 x99 interfer snc lavalin court case obstruct justic need answer n nperiod n n elxn43
605,Negative,Others,b xf0 x9f xa4 x94 know xe2 x80 x9cstori xe2 x80 x9d even true n ndoesn xe2 x80 x99t time seem littl suspect n nlike trudeau threat vest n nwe need major junior know n n elxn43 n n
606,Negative,Others,b xf0 x9f xa4 x94 xe2 x80 x99 n nhowev blackfac boy get back xe2 x80 x99re gone n n elxn43 n n
607,Negative,Others,b 1300 milton ever happen elect campaign elxn43
